#,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,Skill Moves,Position,Height,Weight,Release Clause
1586,M. Caldara,28,Italy,75,75,Spezia,4800000,47000,Right,2,RCB,187,80,
1587,M. Kumbulla,22,Albania,75,82,Roma,10500000,39000,Right,2,SUB,191,78,20000000
1588,B. Hübner,32,Germany,75,75,TSG Hoffenheim,3600000,28000,Left,2,LCB,193,86,6100000
1589,Pablo Marí,28,Spain,75,76,Arsenal,5500000,60000,Left,2,RES,193,87,10900000
1590,S. Bell,30,Germany,75,75,1. FSV Mainz 05,4600000,23000,Right,2,RCB,192,88,7800000
1591,S. Posch,25,Austria,75,79,TSG Hoffenheim,7000000,27000,Right,2,LCB,189,82,12400000
1592,J. Lascelles,28,England,75,76,Newcastle United,5500000,64000,Right,2,SUB,188,83,10900000
1593,N. Pérez,22,Argentina,75,82,Udinese Calcio,10500000,13000,Right,2,LCB,186,75,20000000
1594,Rodrigo Ely,28,Brazil,75,75,Unión Deportiva Almería,4800000,23000,Right,2,RCB,188,83,10600000
1595,E. Unsain,27,Argentina,75,78,Defensa y Justicia,5500000,11000,Right,1,GK,188,83,8700000
1596,R. Pasveer,38,Netherlands,75,75,Ajax,625000,8000,Right,1,GK,187,88,875000
1597,Y. Mvogo,28,Switzerland,75,78,FC Lorient,5000000,15000,Right,1,GK,189,93,10400000
1598,K. Darlow,31,England,75,75,Newcastle United,3000000,50000,Right,1,RES,190,88,5700000
1599,M. Sportiello,30,Italy,75,75,Atalanta,3700000,30000,Right,1,SUB,192,87,6300000
1600,Jean,26,Brazil,75,78,Club Cerro Porteño,5500000,750,Left,1,GK,188,97,12500000
1601,A. McCarthy,32,England,75,75,Southampton,2800000,34000,Right,1,SUB,193,79,5300000
1602,S. Johnstone,29,England,75,77,Crystal Palace,4700000,36000,Right,1,SUB,193,85,9300000
1603,B. Drągowski,24,Poland,75,78,Fiorentina,6000000,27000,Right,1,SUB,188,74,10700000
1604,R. Olsen,32,Sweden,75,75,Aston Villa,2800000,47000,Right,1,SUB,196,86,5300000
1605,T. Horn,29,Germany,75,77,1. FC Köln,4700000,20000,Left,1,SUB,192,90,8800000
1606,M. Rodák,25,Slovakia,75,80,Fulham,6500000,34000,Right,1,GK,194,81,12800000
1607,D. Ward,29,Wales,75,75,Leicester City,3800000,49000,Right,1,GK,191,88,7200000
1608,A. Brignoli,30,Italy,75,75,Panathinaikos FC,3700000,650,Left,1,GK,187,74,8100000
1609,Marcelo Grohe,35,Brazil,75,75,Al Ittihad,625000,17000,Right,1,GK,188,81,1100000
1610,Joel Robles,32,Spain,75,75,Leeds United,2800000,26000,Right,1,RES,195,90,5300000
1611,B. Costil,34,France,75,75,AJ Auxerre,950000,14000,Right,1,GK,187,82,1900000
1612,T. O'Brien,27,England,75,78,AFC Richmond,5500000,31000,Right,1,SUB,186,85,10900000
1613,S. Ulreich,33,Germany,75,75,FC Bayern München,1800000,34000,Right,1,SUB,192,87,3000000
1614,A. Schwolow,30,Germany,75,76,FC Schalke 04,4200000,21000,Right,1,GK,190,84,
1615,A. Luthe,35,Germany,75,75,1. FC Kaiserslautern,625000,7000,Right,1,GK,195,85,969000
1616,F. Rønnow,29,Denmark,75,75,1. FC Union Berlin,3800000,22000,Right,1,SUB,188,81,6800000
1617,A. Lunin,23,Ukraine,75,84,Real Madrid CF,11000000,63000,Right,1,SUB,192,87,24800000
1618,L. Kalinić,32,Croatia,75,75,Hajduk Split,2800000,800,Left,1,GK,201,96,6200000
1619,J. Graterol,25,Venezuela,75,81,América de Cali,7000000,3000,Right,1,GK,176,82,10900000
1620,A. Mandous,30,Czech Republic,75,75,SK Slavia Praha,3700000,950,Left,1,GK,188,85,8100000
1621,G. Bushchan,28,Ukraine,75,78,Dynamo Kyiv,5000000,800,Right,1,GK,196,84,11400000
1622,E. Destanoğlu,21,Turkey,75,81,Beşiktaş JK,7500000,21000,Right,1,GK,195,88,16500000
1623,R. Rodríguez,29,Switzerland,74,74,Torino F.C.,3500000,33000,Left,3,LCB,182,77,6300000
1624,E. Alioski,30,North Macedonia,74,74,Fenerbahçe SK,3600000,45000,Left,3,SUB,172,63,6800000
1625,O. Tufan,27,Turkey,74,75,Hull City,4800000,17000,Right,3,CAM,179,80,9500000
1626,G. Hamer,25,Netherlands,74,79,Coventry City,6000000,20000,Right,3,RCM,169,61,11900000
1627,A. Claude-Maurice,24,France,74,79,OGC Nice,6500000,29000,Right,4,SUB,175,64,12800000
1628,Diogo Gonçalves,25,Portugal,74,77,SL Benfica,5500000,13000,Right,4,RES,177,70,11400000
1629,A. Young,36,England,74,74,Aston Villa,1400000,43000,Right,4,RES,175,65,2700000
1630,R. Christie,27,Scotland,74,74,AFC Bournemouth,4500000,42000,Left,3,SUB,178,71,9000000
1631,Sergio Gómez,21,Spain,74,83,RSC Anderlecht,9000000,13000,Left,4,SUB,171,68,15300000
1632,F. Ugrinic,23,Switzerland,74,82,BSC Young Boys,9500000,18000,Right,2,CDM,184,88,16200000
1633,D. de Wit,24,Netherlands,74,77,AZ Alkmaar,6000000,9000,Right,3,RCM,183,76,9500000
1634,S. Schwab,31,Austria,74,74,PAOK,3500000,1000,Left,3,SUB,183,77,7700000
1635,Miguel Crespo,25,Portugal,74,78,Fenerbahçe SK,6000000,47000,Right,3,SUB,183,78,11900000
1636,Moisés,34,Brazil,74,74,Shandong Taishan,1400000,18000,Right,3,RS,184,76,2200000
1637,J. Schmid,32,France,74,74,Sport-Club Freiburg,3300000,24000,Right,3,SUB,179,79,5600000
1638,A. Maher,28,Netherlands,74,74,Damac FC,3700000,19000,Right,3,LCM,174,76,6100000
1639,P. Capelle,35,France,74,74,Angers SCO,1700000,15000,Left,3,SUB,181,73,3400000
1640,M. van Ginkel,29,Netherlands,74,74,PSV,4100000,16000,Right,3,SUB,186,82,5700000
1641,J. Moder,23,Poland,74,83,Brighton & Hove Albion,9000000,39000,Right,3,SUB,188,78,18900000
1642,B. van den Boomen,26,Netherlands,74,75,Toulouse Football Club,4900000,17000,Right,3,LCM,190,83,10200000
1643,I. Schranz,28,Slovakia,74,74,SK Slavia Praha,4200000,1000,Right,2,SUB,185,73,9200000
1644,Melero,28,Spain,74,74,Levante Unión Deportiva,4200000,12000,Right,3,LCM,183,77,6700000
1645,U. Saltnes,29,Norway,74,74,FK Bodø/Glimt,4100000,6000,Right,3,LCM,187,78,5100000
1646,L. Masopust,29,Czech Republic,74,74,SK Slavia Praha,4100000,1000,Right,3,RM,179,76,9000000
1647,M. Thorsby,26,Norway,74,76,1. FC Union Berlin,5000000,26000,Right,2,LCM,189,79,9400000
1648,M. Saracchi,24,Uruguay,74,79,Levante Unión Deportiva,6000000,9000,Left,3,LWB,172,68,10100000
1649,T. Leibold,28,Germany,74,74,Hamburger SV,3800000,13000,Left,3,SUB,174,72,6100000
1650,T. Pochettino,26,Argentina,74,74,River Plate,4600000,8000,Right,3,SUB,180,72,
1651,K. Boateng,35,Ghana,74,74,Hertha BSC,1700000,19000,Right,4,RCM,186,77,2900000
1652,Bruno Henrique,32,Brazil,74,74,Al Ittihad,2800000,29000,Right,3,LCM,179,75,4800000
1653,A. Bertolacci,31,Italy,74,74,Yukatel Kayserispor,3500000,17000,Left,3,RDM,179,72,7000000
1654,E. Sobol,27,Ukraine,74,75,Club Brugge KV,4400000,20000,Left,2,LM,186,76,6500000
1655,Mama Baldé,26,Guinea Bissau,74,75,ESTAC Troyes,5000000,17000,Right,3,SUB,176,69,10400000
1656,S. Simón,20,Argentina,74,84,River Plate,9500000,11000,Right,3,SUB,181,74,15200000
1657,A. Hahn,31,Germany,74,74,FC Augsburg,3600000,26000,Right,3,RF,185,80,6500000
1658,M. Klich,32,Poland,74,74,Leeds United,3300000,33000,Right,3,SUB,183,82,6300000
1659,L. Fer,32,Netherlands,74,74,Aytemiz Alanyaspor,2800000,18000,Right,3,LCM,188,78,5600000
1660,M. Samudio,35,Paraguay,74,74,Club Libertad,1300000,600,Left,3,LB,174,78,2900000
1661,Nuno Santos,23,Portugal,74,81,Charlotte FC,8500000,7000,Right,3,RES,179,73,14000000
1662,A. Ulmer,36,Austria,74,74,FC Red Bull Salzburg,925000,16000,Left,3,LB,175,73,1400000
1663,A. Solari,30,Argentina,74,74,RC Celta de Vigo,4100000,20000,Right,3,RM,176,70,8600000
1664,J. Silva,28,Argentina,74,74,Granada CF,3800000,22000,Left,3,SUB,179,72,
1665,L. Pratto,34,Argentina,74,74,Vélez Sarsfield,2100000,15000,Right,3,ST,188,91,3200000
1666,B. Decordova-Reid,29,Jamaica,74,74,Fulham,4100000,47000,Right,3,LM,170,68,7800000
1667,C. Gamboa,32,Costa Rica,74,74,VfL Bochum 1848,2900000,20000,Right,3,RB,175,70,5200000
1668,Y. Maleh,23,Morocco,74,82,Fiorentina,9500000,35000,Left,3,SUB,177,74,18100000
1669,D. González,28,Paraguay,74,74,Club Olimpia,4300000,1000,Right,4,RS,175,75,9500000
1670,L. Cook,25,England,74,78,AFC Bournemouth,6000000,37000,Right,3,RCM,175,71,12500000
1671,P. Berg,24,Norway,74,78,Racing Club de Lens,6000000,23000,Right,3,SUB,178,76,11900000
1672,K. Dewsbury-Hall,23,England,74,79,Leicester City,6500000,51000,Left,3,LDM,177,70,12800000
1673,O. Elabdellaoui,30,Norway,74,74,Galatasaray SK,3600000,45000,Right,3,SUB,179,74,6800000
1674,V. Janelt,24,Germany,74,80,Brentford,6500000,34000,Left,3,LCM,184,79,13700000
1675,André Almeida,31,Portugal,74,74,SL Benfica,3100000,11000,Right,3,SUB,186,80,6200000
1676,A. Rusnák,27,Slovakia,74,74,Seattle Sounders FC,4500000,8000,Right,3,RCM,175,73,6800000
1677,Medrán,28,Spain,74,74,Al Taawoun,4200000,23000,Right,3,LDM,178,71,6900000
1678,Ivi López,28,Spain,74,74,Raków Częstochowa,4300000,14000,Right,3,LF,174,70,5800000
1679,Kiko Femenía,31,Spain,74,74,Villarreal CF,3100000,24000,Right,3,SUB,174,61,6500000
1680,C. Bernardi,32,Argentina,74,74,Club Atlético Colón,3300000,13000,Right,3,LCM,179,72,5000000
1681,Borja García,31,Spain,74,74,Girona FC,3500000,22000,Right,3,LCM,175,72,7700000
1682,S. Ristovski,30,North Macedonia,74,74,Dinamo Zagreb,3600000,850,Right,3,RB,180,72,7900000
1683,A. Nyom,34,Cameroon,74,74,CD Leganés,1500000,11000,Right,3,RM,189,80,2300000
1684,M. Mittelstädt,25,Germany,74,77,Hertha BSC,5000000,22000,Left,3,SUB,180,71,8900000
1685,Zeca,33,Greece,74,74,F.C. København,2100000,19000,Right,3,SUB,182,67,2700000
1686,E. Copetti,26,Argentina,74,76,Racing Club,5500000,18000,Right,3,ST,180,88,8700000
1687,G. Piovi,27,Argentina,74,74,Racing Club,4100000,15000,Left,3,LB,180,72,6200000
1688,S. Ricci,20,Italy,74,85,Torino F.C.,8500000,23000,Right,3,RCM,178,72,17000000
1689,A. Varela,20,Argentina,74,84,Boca Juniors,8500000,10000,Right,3,CDM,177,73,13600000
1690,B. Osayi-Samuel,24,Nigeria,74,79,Fenerbahçe SK,6000000,39000,Right,3,RB,175,74,11900000
1691,K. Diatta,23,Senegal,74,81,AS Monaco,8500000,34000,Right,4,SUB,175,69,17900000
1692,Mariano,28,Dominican Republic,74,74,Real Madrid CF,4300000,110000,Right,3,RES,180,76,8800000
1693,A. Moreno,23,Argentina,74,82,Racing Club,9000000,13000,Right,3,CDM,178,74,15300000
1694,M. Rashica,26,Kosovo,74,75,Norwich City,5000000,37000,Right,4,RM,177,73,9900000
1695,O. Aina,25,Nigeria,74,76,Torino F.C.,4900000,30000,Right,3,SUB,184,82,9200000
1696,D. da Costa,28,Germany,74,74,1. FSV Mainz 05,3800000,23000,Right,3,SUB,187,87,6500000
1697,D. Udogie,19,Italy,74,82,Udinese Calcio,8500000,8000,Left,3,LM,186,67,16200000
1698,Y. Sugawara,22,Japan,74,78,AZ Alkmaar,5500000,8000,Right,3,RB,178,68,8700000
1699,A. Armstrong,25,England,74,77,Southampton,5500000,45000,Right,3,LS,172,69,10900000
1700,Bebé,31,Cape Verde Islands,74,74,Rayo Vallecano,3500000,18000,Right,3,SUB,190,83,7400000
1701,G. Gudmundsson,23,Sweden,74,82,LOSC Lille,9000000,21000,Left,3,SUB,181,72,18900000
1702,K. Onisiwo,30,Austria,74,74,1. FSV Mainz 05,4100000,26000,Right,3,RS,188,88,7000000
1703,E. Díaz,26,Argentina,74,77,Club Atlético Talleres,5000000,13000,Left,3,LB,175,74,7900000
1704,Éderson,22,Brazil,74,82,Atalanta,9500000,32000,Right,3,SUB,183,86,18100000
1705,B. Aaronson,21,United States,74,81,Leeds United,8500000,24000,Right,3,CAM,176,66,17900000
1706,N. Clyne,31,England,74,74,Crystal Palace,3100000,39000,Right,3,RB,175,67,5900000
1707,R. Bertrand,32,England,74,74,Leicester City,2900000,53000,Left,3,RES,179,85,5500000
1708,J. Larsson,25,Sweden,74,79,FC Schalke 04,6500000,22000,Left,3,SUB,175,68,12200000
1709,A. Smith,31,England,74,74,AFC Bournemouth,3100000,36000,Right,3,RB,180,78,6200000
1710,Matheus Henrique,24,Brazil,74,78,U.S. Sassuolo Calcio,6000000,24000,Right,3,SUB,175,71,10700000
1711,Álex Baena,20,Spain,74,81,Villarreal CF,8500000,19000,Right,3,SUB,174,69,19600000
1712,P. Piatti,33,Argentina,74,74,Estudiantes de La Plata,2600000,13000,Left,3,SUB,163,63,3900000
1713,J. Ferreira,21,United States,74,84,FC Dallas,9500000,7000,Right,2,ST,173,64,16200000
1714,J. Osorio,30,Canada,74,74,Toronto FC,4000000,8000,Right,3,SUB,175,68,6000000
1715,A. Ademi,31,North Macedonia,74,74,Dinamo Zagreb,3500000,950,Right,3,LCM,185,79,7700000
1716,C. Bassogog,26,Cameroon,74,74,Shanghai Shenhua FC,4700000,14000,Left,4,LS,173,72,7300000
1717,J. Reine-Adélaïde,24,France,74,81,Olympique Lyonnais,8500000,40000,Right,4,SUB,184,75,17900000
1718,Walace,27,Brazil,74,76,Udinese Calcio,4600000,14000,Right,3,LDM,188,75,8200000
1719,K. Mitoma,25,Japan,74,77,Brighton & Hove Albion,5500000,47000,Right,4,SUB,178,71,10900000
1720,A. Souquet,30,France,74,74,Montpellier Hérault SC,3600000,19000,Right,3,SUB,179,74,6800000
1721,N. Mendy,30,Senegal,74,74,Leicester City,3500000,53000,Right,3,SUB,167,73,6700000
1722,D. Valoyes,25,Colombia,74,77,Club Atlético Talleres,5500000,14000,Right,3,RM,181,76,8700000
1723,D. Pelkas,28,Greece,74,74,Fenerbahçe SK,4200000,56000,Right,3,RES,175,69,8000000
1724,S. Longstaff,24,England,74,80,Newcastle United,6500000,54000,Right,2,SUB,180,65,13700000
1725,J. Chotard,20,France,74,82,Montpellier Hérault SC,8500000,14000,Right,3,LDM,179,70,17900000
1726,J. Cork,33,England,74,74,Burnley,2100000,34000,Right,3,CDM,184,75,4000000
1727,A. Touré,26,Mali,74,76,Eintracht Frankfurt,4600000,22000,Right,3,RCB,183,81,8200000
1728,J. Riedewald,25,Netherlands,74,75,Crystal Palace,4500000,37000,Left,3,SUB,182,79,8900000
1729,C. Führich,24,Germany,74,78,VfB Stuttgart,6000000,19000,Right,3,RCM,181,70,11300000
1730,M. Aramu,27,Italy,74,75,Venezia FC,4900000,5000,Left,3,CAM,180,69,8200000
1731,M. Haïdara,29,Mali,74,74,Racing Club de Lens,3700000,26000,Left,3,LWB,179,76,7000000
1732,A. Onana,20,Belgium,74,84,Everton,8500000,22000,Right,3,SUB,195,76,17900000
1733,K. Mac Allister,24,Argentina,74,77,Argentinos Juniors,5000000,10000,Right,2,RCB,175,72,7900000
1734,M. Schneiderlin,32,France,74,74,OGC Nice,2800000,31000,Right,3,SUB,186,79,5300000
1735,A. Dreyer,24,Denmark,74,80,FC Midtjylland,6500000,23000,Left,3,ST,174,69,9800000
1736,K. Amian,24,France,74,78,Spezia,5500000,13000,Right,2,RES,180,78,10300000
1737,J. Jønsson,29,Denmark,74,74,AEK Athens,3600000,1000,Right,2,RCM,182,76,7900000
1738,Gonzalo Villar,24,Spain,74,80,U.C. Sampdoria,6500000,40000,Right,4,SUB,181,73,
1739,C. Dagba,23,France,74,77,RC Strasbourg Alsace,5500000,43000,Right,3,SUB,170,62,
1740,A. Adli,22,France,74,84,Bayer 04 Leverkusen,9500000,37000,Left,4,SUB,174,60,18100000
1741,K. Fujimoto,23,Japan,74,83,Gil Vicente FC,9500000,10000,Left,3,CAM,176,68,21900000
1742,M. Camara,24,France,74,78,AS Saint-Étienne,5500000,7000,Right,3,CDM,178,69,10300000
1743,T. Weah,22,United States,74,81,LOSC Lille,8500000,23000,Right,3,SUB,185,66,17900000
1744,S. Hefti,24,Switzerland,74,79,Genoa,6000000,4000,Right,2,RB,183,80,10100000
1745,I. Louza,23,Morocco,74,79,Watford,6500000,32000,Left,4,SUB,178,65,12800000
1746,M. Vojvoda,27,Kosovo,74,74,Torino F.C.,4100000,32000,Right,3,LM,187,78,7400000
1747,J. Rodriguez,32,England,74,74,Burnley,3400000,40000,Right,3,SUB,185,84,6500000
1748,Borja Sánchez,26,Spain,74,75,Real Oviedo,5000000,10000,Right,4,LM,185,80,8400000
1749,Djaniny,31,Cape Verde Islands,74,74,Trabzonspor,3600000,32000,Right,4,SUB,190,78,6800000
1750,C. Bassey,22,Nigeria,74,84,Ajax,9000000,11000,Left,2,SUB,185,76,14400000
1751,Álex Centelles,22,Spain,74,81,Unión Deportiva Almería,8000000,17000,Left,3,SUB,185,73,19200000
1752,V. Pilař,33,Czech Republic,74,74,FC Viktoria Plzeň,2600000,1000,Right,3,LM,171,71,5700000
1753,G. Ávalos,31,Paraguay,74,74,Argentinos Juniors,3600000,14000,Right,3,RS,188,91,5400000
1754,M. Pedersen,22,Norway,74,82,Feyenoord,9000000,8000,Right,3,LB,183,76,15300000
1755,M. Ristić,26,Serbia,74,77,SL Benfica,5000000,11000,Left,3,SUB,180,79,10400000
1756,K. Kvaratskhelia,21,Georgia,74,84,Napoli,9500000,33000,Right,4,LW,183,70,18100000
1757,F. Sacko,27,Mali,74,75,Montpellier Hérault SC,4400000,9000,Right,3,RB,179,68,
1758,N. Moumi Ngamaleu,27,Cameroon,74,74,BSC Young Boys,4500000,20000,Right,3,LM,181,74,6800000
1759,G. Holtmann,27,Philippines,74,74,VfL Bochum 1848,4500000,23000,Left,3,LW,185,77,8100000
1760,M. Cauteruccio,35,Uruguay,74,74,Club Atlético Aldosivi,1800000,10000,Right,3,LS,180,76,2600000
1761,C. Kouamé,24,Côte d'Ivoire,74,79,Fiorentina,6500000,39000,Right,3,SUB,185,70,11500000
1762,A. Robinson,24,United States,74,77,Fulham,5500000,35000,Left,3,LB,183,70,10900000
1763,Riqui Puig,22,Spain,74,82,LA Galaxy,9500000,7000,Right,3,SUB,169,56,16200000
1764,Henrique Dourado,32,Brazil,74,74,Henan Songshan Longmen FC,3400000,13000,Left,3,ST,186,80,5300000
1765,J. Schouten,25,Netherlands,74,77,Bologna,5000000,24000,Right,4,SUB,185,74,8900000
1766,K. Tete,26,Netherlands,74,76,Fulham,4800000,41000,Right,2,RB,180,71,9500000
1767,D. Lainez,22,Mexico,74,83,SC Braga,9500000,17000,Left,4,SUB,168,58,
1768,P. Mwene,28,Austria,74,74,PSV,3800000,15000,Right,3,SUB,172,68,5300000
1769,M. Hasebe,38,Japan,74,74,Eintracht Frankfurt,750000,16000,Right,3,SUB,180,72,1300000
1770,R. Cabella,32,France,74,74,LOSC Lille,3300000,27000,Right,4,CAM,172,66,6300000
1771,Ilie Sánchez,31,Spain,74,74,Los Angeles FC,3000000,8000,Right,2,CDM,180,75,4500000
1772,Borja Mayoral,25,Spain,74,79,Getafe CF,6500000,24000,Right,3,RS,182,74,14100000
1773,A. Diawara,24,Guinea,74,77,Roma,5000000,36000,Right,3,SUB,183,75,8900000
1774,M. Djenepo,24,Mali,74,78,Southampton,6000000,37000,Right,3,LWB,177,65,11900000
1775,A. Laurienté,23,France,74,79,FC Lorient,6500000,15000,Right,4,RW,177,79,13500000
1776,A. Zedadka,27,Algeria,74,75,LOSC Lille,4400000,24000,Right,3,RB,173,72,8700000
1777,E. Mammana,26,Argentina,74,75,River Plate,4400000,14000,Right,3,SUB,183,72,6500000
1778,U. Bozok,25,Turkey,74,78,FC Lorient,6000000,18000,Right,3,RES,178,75,12500000
1779,N. Zalewski,20,Poland,74,86,Roma,10000000,34000,Right,3,SUB,175,70,19000000
1780,S. Ascacíbar,25,Argentina,74,78,US Cremonese,5500000,22000,Right,2,LDM,168,70,
1781,S. Szymański,23,Poland,74,83,Feyenoord,9500000,9000,Left,3,CAM,174,60,16200000
1782,E. Ponce,25,Argentina,74,79,Elche CF,6500000,19000,Right,3,SUB,180,80,14100000
1783,P. Musa,24,Croatia,74,81,SL Benfica,8500000,12000,Right,3,SUB,190,82,18700000
1784,Vesga,29,Spain,74,74,Athletic Club de Bilbao,4100000,23000,Left,3,LCM,191,84,8600000
1785,C. Arango,27,Colombia,74,75,Los Angeles FC,4900000,9000,Right,3,ST,178,78,7700000
1786,Manquillo,28,Spain,74,74,Newcastle United,3800000,60000,Right,3,SUB,178,76,7200000
1787,G. Haraguchi,31,Japan,74,74,1. FC Union Berlin,3500000,26000,Right,4,RCM,178,72,6300000
1788,T. Nguen,28,Norway,74,74,Ferencvárosi TC,4200000,1000,Right,3,LAM,174,60,9200000
1789,J. Hauge,22,Norway,74,82,Eintracht Frankfurt,9500000,21000,Right,4,SUB,183,75,18100000
1790,S. Dursun,30,Turkey,74,74,Fenerbahçe SK,4100000,54000,Right,3,SUB,190,80,7800000
1791,A. Matusiwa,24,Netherlands,74,78,Stade de Reims,5500000,16000,Right,2,RCM,173,72,11400000
1792,I. Diallo,23,France,74,82,Southampton,9000000,34000,Right,3,SUB,179,68,18900000
1793,C. Lenz,27,Germany,74,74,Eintracht Frankfurt,4100000,22000,Left,3,SUB,181,81,7000000
1794,A. Elanga,20,Sweden,74,85,Manchester United,9500000,63000,Right,3,RW,178,75,20000000
1795,H. Akbunar,28,Turkey,74,74,KVC Westerlo,4200000,14000,Left,3,SUB,167,68,6100000
1796,J. Brabec,29,Czech Republic,74,74,,0,0,Right,2,CB,186,77,
1797,Wesley,25,Brazil,74,78,Levante Unión Deportiva,6000000,61000,Right,3,RS,191,93,
1798,E. Wahi,19,France,74,84,Montpellier Hérault SC,9000000,14000,Right,4,ST,184,74,18900000
1799,Gonçalo Paciência,27,Portugal,74,74,RC Celta de Vigo,4600000,22000,Right,4,LS,184,81,9700000
1800,M. Mohamed,24,Egypt,74,81,FC Nantes,8500000,47000,Right,3,SUB,185,78,
1801,J. Tanganga,23,England,74,82,Tottenham Hotspur,9000000,49000,Right,2,SUB,180,73,18900000
1802,Abel Ruiz,22,Spain,74,83,SC Braga,9500000,13000,Right,4,SUB,180,75,20900000
1803,Ángel,35,Spain,74,74,RCD Mallorca,1800000,18000,Right,3,LS,172,68,4000000
1804,I. Success,26,Nigeria,74,77,Udinese Calcio,5500000,17000,Right,3,SUB,182,90,9800000
1805,Salvi Sánchez,31,Spain,74,74,Rayo Vallecano,3500000,18000,Right,3,SUB,175,64,7400000
1806,D. Lukébakio,24,Belgium,74,78,Hertha BSC,6000000,22000,Left,4,RM,187,77,10700000
1807,Luquinhas,25,Brazil,74,77,New York Red Bulls,5500000,8000,Right,4,CAM,170,60,8400000
1808,M. Mudryk,21,Ukraine,74,84,Shakhtar Donetsk,9500000,700,Right,4,SUB,175,61,22800000
1809,T. Kubo,21,Japan,74,84,Real Sociedad,9500000,19000,Left,4,SUB,173,67,21900000
1810,T. Cantwell,24,England,74,77,Norwich City,6000000,32000,Right,4,LM,177,70,11900000
1811,M. Aarons,22,England,74,81,Norwich City,8000000,29000,Right,3,RB,171,69,16800000
1812,Hugo Guillamón,22,Spain,74,82,Valencia CF,9000000,22000,Right,2,CDM,178,62,20700000
1813,N. Cozza,23,France,74,81,Montpellier Hérault SC,8000000,16000,Left,2,LCB,178,72,16800000
1814,Aitor,26,Spain,74,75,Panathinaikos FC,5000000,900,Left,3,RW,177,67,11400000
1815,M. Richter,24,Germany,74,77,Hertha BSC,6000000,22000,Right,4,SUB,176,74,10700000
1816,Aitor Ruibal,26,Spain,74,75,Real Betis Balompié,5000000,20000,Right,3,SUB,176,75,10900000
1817,Nico Williams,19,Spain,74,86,Athletic Club de Bilbao,10000000,13000,Right,4,RM,181,67,23000000
1818,J. Ward,32,England,74,74,Crystal Palace,2900000,39000,Right,3,SUB,188,83,5500000
1819,N. Kalinić,34,Croatia,74,74,Hajduk Split,2100000,1000,Right,3,SUB,187,79,4600000
1820,B. Dieng,21,Senegal,74,80,Olympique de Marseille,7000000,26000,Right,3,RES,178,72,14700000
1821,Y. Karamoh,23,France,74,78,Parma,6000000,5000,Right,4,SUB,185,77,10100000
1822,A. Tuanzebe,24,England,74,78,Manchester United,5500000,60000,Right,3,RES,185,75,10900000
1823,K. Świderski,25,Poland,74,79,Charlotte FC,6500000,9000,Left,3,SUB,184,78,9900000
1824,Guridi,27,Spain,74,75,Deportivo Alavés,4800000,12000,Left,3,LCM,179,64,8000000
1825,J. Cazares,30,Ecuador,74,74,Club Atlético Independiente,4100000,14000,Right,3,LCM,171,70,6200000
1826,R. Cannon,24,United States,74,80,Boavista FC,6000000,11000,Right,2,RCB,180,74,13800000
1827,O. Solet,22,France,74,83,FC Red Bull Salzburg,9000000,19000,Right,2,RCB,192,81,15300000
1828,N. Radonjić,26,Serbia,74,75,Torino F.C.,5000000,34000,Right,3,SUB,185,76,
1829,S. Rondón,32,Venezuela,74,74,Everton,3400000,36000,Right,3,SUB,186,86,6500000
1830,Hélder Costa,28,Angola,74,74,Al Ittihad,4200000,34000,Left,4,SUB,179,77,
1831,A. Obispo,23,Netherlands,74,80,PSV,6000000,12000,Left,2,LCB,185,79,9600000
1832,M. Friedl,24,Austria,74,78,SV Werder Bremen,5500000,17000,Left,2,LCB,187,82,10300000
